SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION
4168475,"MONDAY, JUNE 08, 2015",820 PASCAL ST N,4,11,Resolved,Complaint,Tall Grass,No,"820 PASCAL ST N
St Paul, MN
(44.965897, -93.162183)"
4168476,"MONDAY, JUNE 08, 2015",1807 GOODRICH AVE ,3,14,Resolved,FYI - No Response Required,Parking,No,"1807 GOODRICH AVE
St Paul, MN
(44.937759, -93.176715)"
4168477,"MONDAY, JUNE 08, 2015",296 SARATOGA ST S,3,14,Resolved,Complaint,Tall Grass,No,"296 SARATOGA ST S
St Paul, MN
(44.932672, -93.16448)"
4168479,"MONDAY, JUNE 08, 2015",Pascal between Lincoln and Goodrich ,,,Resolved,FYI - No Response Required,Parking,No,"Pascal between Lincoln and Goodrich
St Paul, MN
"
4168480,"MONDAY, JUNE 08, 2015",3rd Street from Forest to Earl,,,Resolved,Complaint,Construction,No,"3rd Street from Forest to Earl
St Paul, MN
"
4168481,"MONDAY, JUNE 08, 2015",296 SARATOGA ST S,3,14,Resolved,Complaint,Certificate of Occupancy,No,"296 SARATOGA ST S
St Paul, MN
(44.932672, -93.16448)"
4168483,"MONDAY, JUNE 08, 2015",91 MANITOBA AVE ,1,6,Resolved,Complaint,Tall Grass,No,"91 MANITOBA AVE
St Paul, MN
(44.968364, -93.103583)"
4168484,"MONDAY, JUNE 08, 2015",1378 PALACE AVE ,3,14,Under Review,Complaint,Interior,No,"1378 PALACE AVE
St Paul, MN
(44.928766, -93.158457)"
4168486,"MONDAY, JUNE 08, 2015",137 BAKER ST W,2,3,In Compliance,Complaint,Tall Grass,No,"137 BAKER ST W
St Paul, MN
(44.926591, -93.091473)"
4168487,"MONDAY, JUNE 08, 2015",1450 DALE ST N,5,6,Under Review,Complaint,Exterior,No,"1450 DALE ST N
St Paul, MN
(44.984981, -93.126209)"
4168493,"MONDAY, JUNE 08, 2015",1762 HOYT AVE E,6,2,Resolved,Complaint,Exterior,No,"1762 HOYT AVE E
St Paul, MN
(44.988339, -93.026017)"
4168494,"MONDAY, JUNE 08, 2015",275 WESTERN AVE S,2,9,Resolved,Complaint,Garbage Rubbish,No,"275 WESTERN AVE S
St Paul, MN
(44.933057, -93.115977)"
4168496,"MONDAY, JUNE 08, 2015",1614 SELBY AVE ,4,13,Under Review,Complaint,Garbage Rubbish,No,"1614 SELBY AVE
St Paul, MN
(44.946579, -93.168595)"
4168499,"MONDAY, JUNE 08, 2015",2026 LAUREL AVE ,4,13,Resolved,Complaint,Garbage Rubbish,No,"2026 LAUREL AVE
St Paul, MN
(44.945152, -93.186101)"
4168502,"MONDAY, JUNE 08, 2015",1120 DALE ST N,5,6,Resolved,Complaint,Graffiti,No,"1120 DALE ST N
St Paul, MN
(44.975874, -93.126343)"
4168503,"MONDAY, JUNE 08, 2015",104 CLEVELAND AVE N,4,13,Resolved,Complaint,Garbage Rubbish,No,"104 CLEVELAND AVE N
St Paul, MN
(44.944649, -93.187369)"
4168506,"MONDAY, JUNE 08, 2015",1092 RYDE ST ,5,10,In Compliance,Complaint,Burning,No,"1092 RYDE ST
St Paul, MN
(44.974144, -93.139489)"
4168509,"MONDAY, JUNE 08, 2015",65 GEORGE ST W,2,3,Resolved,Complaint,Certificate of Occupancy,No,"65 GEORGE ST W
St Paul, MN
(44.929673, -93.088315)"
4168512,"MONDAY, JUNE 08, 2015",1240 GALTIER ST ,5,6,Resolved,FYI - No Response Required,Parking,No,"1240 GALTIER ST
St Paul, MN
(44.978562, -93.111024)"
4168514,"MONDAY, JUNE 08, 2015",37 ATWATER ST ,1,6,Resolved,Complaint,Garbage Rubbish,No,"37 ATWATER ST
St Paul, MN
(44.966603, -93.101627)"
4168515,"MONDAY, JUNE 08, 2015",1827 HIGHLAND PKWY ,3,15,In Compliance,Complaint,Overhanging Vegetation (Sidewalk/Alley),No,"1827 HIGHLAND PKWY
St Paul, MN
(44.919843, -93.177463)"
4168516,"MONDAY, JUNE 08, 2015",1762 REANEY AVE ,7,2,Resolved,Complaint,Exterior,No,"1762 REANEY AVE
St Paul, MN
(44.964006, -93.026263)"
4168517,"MONDAY, JUNE 08, 2015",1319 MONTREAL AVE ,3,15,Resolved,Complaint,Graffiti,No,"1319 MONTREAL AVE
St Paul, MN
(44.912457, -93.154403)"
4168519,"MONDAY, JUNE 08, 2015",1301 HEWITT AVE ,4,11,In Compliance,Complaint,Garbage Rubbish,No,"1301 HEWITT AVE
St Paul, MN
(44.966557, -93.155229)"
4168520,"MONDAY, JUNE 08, 2015",370 MARYLAND AVE W,5,6,In Compliance,Complaint,Tall Grass,No,"370 MARYLAND AVE W
St Paul, MN
(44.977378, -93.115773)"
4168521,"MONDAY, JUNE 08, 2015",201 MCBOAL ST ,2,9,Under Review,Complaint,Permit,No,"201 MCBOAL ST
St Paul, MN
(44.938975, -93.108449)"
4168523,"MONDAY, JUNE 08, 2015",857 MARSHALL AVE ,1,8,Resolved,Complaint,Tree,No,"857 MARSHALL AVE
St Paul, MN
(44.948536, -93.136236)"
4168527,"MONDAY, JUNE 08, 2015",897 SELBY AVE ,1,8,Resolved,Complaint,Tree,No,"897 SELBY AVE
St Paul, MN
(44.946603, -93.137965)"
4168531,"MONDAY, JUNE 08, 2015",1524 PORTLAND AVE ,1,13,Resolved,Complaint,Graffiti,No,"1524 PORTLAND AVE
St Paul, MN
(44.942921, -93.164627)"
4168532,"MONDAY, JUNE 08, 2015",845 HAGUE AVE ,1,8,Resolved,Complaint,Garbage Rubbish,No,"845 HAGUE AVE
St Paul, MN
(44.945779, -93.135774)"
4168533,"MONDAY, JUNE 08, 2015",850 EDMUND AVE ,1,7,Open,Complaint,Crime,No,"850 EDMUND AVE
St Paul, MN
(44.958427, -93.135939)"
4168535,"MONDAY, JUNE 08, 2015","Grotto (just west of Pier One)
Just north of Grand Ave.",,,Resolved,Complaint,Pothole,No,"Grotto (just west of Pier One) Just north of Grand Ave.
St Paul, MN
"
4168541,"MONDAY, JUNE 08, 2015",699 7TH ST E,7,4,Resolved,Complaint,Exterior,No,"699 7TH ST E
St Paul, MN
(44.958596, -93.072727)"
4168542,"MONDAY, JUNE 08, 2015",960 BURR ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"960 BURR ST
St Paul, MN
(44.970018, -93.079868)"
4168545,"MONDAY, JUNE 08, 2015",1348 ARONA ST ,4,10,Resolved,Complaint,Vehicle/Abandoned,No,"1348 ARONA ST
St Paul, MN
(44.981849, -93.164408)"
4168547,"MONDAY, JUNE 08, 2015",1009 OSCEOLA AVE ,2,16,In Compliance,Complaint,Tall Grass,No,"1009 OSCEOLA AVE
St Paul, MN
(44.935714, -93.14268)"
4168550,"MONDAY, JUNE 08, 2015",217 COMO AVE ,1,7,Resolved,Complaint,Certificate of Occupancy,No,"217 COMO AVE
St Paul, MN
(44.960956, -93.109599)"
4168553,"MONDAY, JUNE 08, 2015",1519 ALMOND AVE ,4,10,Under Review,Complaint,Vehicle/Abandoned,No,"1519 ALMOND AVE
St Paul, MN
(44.979148, -93.164218)"
4168555,"MONDAY, JUNE 08, 2015",1125 ENERGY PARK DRIVE ,4,10,Resolved,Complaint,Tree,No,"1125 ENERGY PARK DRIVE
St Paul, MN
(44.970692, -93.147959)"
4168556,"MONDAY, JUNE 08, 2015",461 LAWSON AVE W,5,6,In Compliance,Complaint,Vehicle/Abandoned,No,"461 LAWSON AVE W
St Paul, MN
(44.971995, -93.119749)"
4168557,"MONDAY, JUNE 08, 2015",1561 MERRILL ST ,5,10,Resolved,Complaint,Exterior,No,"1561 MERRILL ST
St Paul, MN
(44.988406, -93.152697)"
4168558,"MONDAY, JUNE 08, 2015",1462 FREMONT AVE ,7,1,Resolved,Complaint,Garbage Rubbish,No,"1462 FREMONT AVE
St Paul, MN
(44.957706, -93.038694)"
4168562,"MONDAY, JUNE 08, 2015",1614 HOYT AVE E,6,2,Under Review,Complaint,Tree,No,"1614 HOYT AVE E
St Paul, MN
(44.988347, -93.032299)"
4168564,"MONDAY, JUNE 08, 2015",20 COMO AVE ,1,7,Resolved,FYI - No Response Required,Parking,No,"20 COMO AVE
St Paul, MN
(44.958945, -93.100331)"
4168566,"MONDAY, JUNE 08, 2015",803 LIVINGSTON AVE ,2,3,Under Review,Complaint,Permit,No,"803 LIVINGSTON AVE
St Paul, MN
(44.921882, -93.082129)"
4168570,"MONDAY, JUNE 08, 2015",900 HOLTON ST ,4,11,Resolved,FYI - No Response Required,Parking,No,"900 HOLTON ST
St Paul, MN
(44.968296, -93.160683)"
4168574,"MONDAY, JUNE 08, 2015",1056 3RD ST E,7,4,Resolved,Complaint,Certificate of Occupancy,No,"1056 3RD ST E
St Paul, MN
(44.956748, -93.056008)"
4168577,"MONDAY, JUNE 08, 2015",1031 CUMBERLAND ST ,5,6,Under Review,Complaint,Certificate of Occupancy,No,"1031 CUMBERLAND ST
St Paul, MN
(44.9724, -93.117445)"
4168579,"MONDAY, JUNE 08, 2015",567 STRYKER AVE ,2,3,Transfer to VB,Complaint,Tall Grass,No,"567 STRYKER AVE
St Paul, MN
(44.928953, -93.088088)"
4168582,"MONDAY, JUNE 08, 2015",1522 DORA LANE ,7,1,In Compliance,Complaint,Vehicle/Abandoned,No,"1522 DORA LANE
St Paul, MN
(44.946836, -93.035594)"
4168584,"MONDAY, JUNE 08, 2015",200 DORA COURT E,7,1,Resolved,Complaint,Vehicle/Abandoned,No,"200 DORA COURT E
St Paul, MN
(44.94695, -93.034795)"
4168585,"MONDAY, JUNE 08, 2015",1357 YORK AVE ,6,2,Resolved,Complaint,Garbage Rubbish,No,"1357 YORK AVE
St Paul, MN
(44.968751, -93.042959)"
4168586,"MONDAY, JUNE 08, 2015",82 MANITOBA AVE ,1,6,Resolved,Complaint,Traffic Sign/Light New,No,"82 MANITOBA AVE
St Paul, MN
(44.968363, -93.10331)"
4168593,"MONDAY, JUNE 08, 2015",967 FREMONT AVE ,7,4,In Compliance,Complaint,Garbage Rubbish,No,"967 FREMONT AVE
St Paul, MN
(44.957663, -93.05962)"
4168594,"MONDAY, JUNE 08, 2015",1697 ROSE AVE E,6,2,Resolved,Complaint,Exterior,No,"1697 ROSE AVE E
St Paul, MN
(44.976616, -93.028817)"
4168597,"MONDAY, JUNE 08, 2015",1566 WILSON AVE ,7,1,Open,Complaint,Animals,No,"1566 WILSON AVE
St Paul, MN
(44.954113, -93.034669)"
4168599,"MONDAY, JUNE 08, 2015",453 WHEELER ST N,4,13,Resolved,Complaint,Water,No,"453 WHEELER ST N
St Paul, MN
(44.954879, -93.174637)"
4168600,"MONDAY, JUNE 08, 2015",166 BATES AVE ,7,4,Resolved,Complaint,Tall Grass,No,"166 BATES AVE
St Paul, MN
(44.95122, -93.064468)"
4168601,"MONDAY, JUNE 08, 2015",Davern between W 7th & St Paul Ave ,,,Resolved,Complaint,Street Maintenance,No,"Davern between W 7th &amp; St Paul Ave
St Paul, MN
"
4168602,"MONDAY, JUNE 08, 2015",676 GERANIUM AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"676 GERANIUM AVE E
St Paul, MN
(44.975644, -93.071995)"
4168604,"MONDAY, JUNE 08, 2015",1623 MAYWOOD ST ,5,10,Resolved,FYI - No Response Required,Parking,No,"1623 MAYWOOD ST
St Paul, MN
(44.990096, -93.127419)"
4168605,"MONDAY, JUNE 08, 2015",2063 5TH ST E,7,1,Resolved,Complaint,Exterior,No,"2063 5TH ST E
St Paul, MN
(44.959474, -93.013401)"
4168607,"MONDAY, JUNE 08, 2015",647 EDMUND AVE ,1,7,Resolved,Complaint,Exterior,No,"647 EDMUND AVE
St Paul, MN
(44.958431, -93.127475)"
4168609,"MONDAY, JUNE 08, 2015",461 HOPKINS ST ,5,5,Resolved,Complaint,Tree,No,"461 HOPKINS ST
St Paul, MN
(44.958344, -93.080886)"
4168614,"MONDAY, JUNE 08, 2015",1975 BERKELEY AVE ,3,14,In Compliance,Complaint,Garbage Rubbish,No,"1975 BERKELEY AVE
St Paul, MN
(44.933403, -93.183757)"
4168615,"MONDAY, JUNE 08, 2015",678 BROWN AVE ,2,3,Under Review,Complaint,Park/Playground,No,"678 BROWN AVE
St Paul, MN
(44.924834, -93.07104)"
4168619,"MONDAY, JUNE 08, 2015",1074 ALBEMARLE ST ,5,6,Resolved,Complaint,Interior,No,"1074 ALBEMARLE ST
St Paul, MN
(44.973673, -93.107187)"
4168621,"MONDAY, JUNE 08, 2015",1410 PORTLAND AVE ,1,13,In Compliance,Complaint,Exterior,No,"1410 PORTLAND AVE
St Paul, MN
(44.942887, -93.159798)"
4168623,"MONDAY, JUNE 08, 2015",Phalen Lake,,,Under Review,Complaint,Park/Playground,No,"Phalen Lake
St Paul, MN
"
4168624,"MONDAY, JUNE 08, 2015",1600 FORD PKWY ,3,15,In Compliance,Complaint,Vehicle/Abandoned,No,"1600 FORD PKWY
St Paul, MN
(44.917897, -93.168647)"
4168625,"MONDAY, JUNE 08, 2015",989 DAYTON AVE ,1,8,Under Review,Complaint,Exterior,No,"989 DAYTON AVE
St Paul, MN
(44.947449, -93.141892)"
4168636,"MONDAY, JUNE 08, 2015",240 KELLOGG BLVD E,2,17,Transferred - Closed,Complaint,Graffiti,No,"240 KELLOGG BLVD E
St Paul, MN
(44.947915, -93.085014)"
4168639,"MONDAY, JUNE 08, 2015",1974 MONTANA AVE E,6,2,Resolved,Complaint,Garbage Rubbish,No,"1974 MONTANA AVE E
St Paul, MN
(44.987415, -93.016886)"
4168641,"MONDAY, JUNE 08, 2015",520 UNIVERSITY AVE W,1,8,Under Review,Complaint,Certificate of Occupancy,No,"520 UNIVERSITY AVE W
St Paul, MN
(44.955675, -93.122407)"
4168643,"MONDAY, JUNE 08, 2015",1493 HIGHLAND PKWY ,3,15,Resolved,Complaint,Tall Grass,No,"1493 HIGHLAND PKWY
St Paul, MN
(44.919775, -93.163319)"
4168647,"MONDAY, JUNE 08, 2015",1985 NORTONIA AVE ,7,2,Resolved,Complaint,Tall Grass,No,"1985 NORTONIA AVE
St Paul, MN
(44.9651, -93.017074)"
4168648,"MONDAY, JUNE 08, 2015",466 ROSE AVE E,5,5,Resolved,Complaint,Tall Grass,No,"466 ROSE AVE E
St Paul, MN
(44.976475, -93.080885)"
4168651,"MONDAY, JUNE 08, 2015",906 DESOTO ST ,5,5,Resolved,Complaint,Tall Grass,No,"906 DESOTO ST
St Paul, MN
(44.968523, -93.081171)"
4168654,"MONDAY, JUNE 08, 2015",1066 WOODBRIDGE ST ,5,6,In Compliance,Complaint,Exterior,No,"1066 WOODBRIDGE ST
St Paul, MN
(44.973414, -93.108478)"
4168655,"MONDAY, JUNE 08, 2015",225 WINIFRED ST W,2,3,In Compliance,Complaint,Tall Grass,No,"225 WINIFRED ST W
St Paul, MN
(44.931384, -93.095085)"
4168656,"MONDAY, JUNE 08, 2015",1902 MINNEHAHA AVE E,7,1,Resolved,Complaint,Exterior,No,"1902 MINNEHAHA AVE E
St Paul, MN
(44.963067, -93.020032)"
4168659,"MONDAY, JUNE 08, 2015",1249 MARION ST ,5,6,Resolved,Complaint,Tall Grass,No,"1249 MARION ST
St Paul, MN
(44.978797, -93.109739)"
4168666,"MONDAY, JUNE 08, 2015",1069 CUMBERLAND ST ,5,6,Resolved,Complaint,Tall Grass,No,"1069 CUMBERLAND ST
St Paul, MN
(44.973557, -93.117445)"
4168668,"MONDAY, JUNE 08, 2015",Clarence between 3rd and Conway,,,Resolved,FYI - No Response Required,Parking,No,"Clarence between 3rd and Conway
St Paul, MN
"
4168669,"MONDAY, JUNE 08, 2015",1118 CUMBERLAND ST ,5,6,Resolved,Complaint,Tall Grass,No,"1118 CUMBERLAND ST
St Paul, MN
(44.97495, -93.117454)"
4168673,"MONDAY, JUNE 08, 2015",1019 LOEB ST ,5,6,Resolved,Complaint,Tall Grass,No,"1019 LOEB ST
St Paul, MN
(44.97216, -93.125072)"
4168676,"MONDAY, JUNE 08, 2015",1042 LOEB ST ,5,6,Resolved,Complaint,Tall Grass,No,"1042 LOEB ST
St Paul, MN
(44.972628, -93.125073)"
4168680,"MONDAY, JUNE 08, 2015",633 MINNEHAHA AVE W,1,7,Resolved,Complaint,Tall Grass,No,"633 MINNEHAHA AVE W
St Paul, MN
(44.962954, -93.12702)"
4168683,"MONDAY, JUNE 08, 2015",1547 EUCLID ST ,7,1,Resolved,Complaint,Tall Grass,No,"1547 EUCLID ST
St Paul, MN
(44.954565, -93.034806)"
4168684,"MONDAY, JUNE 08, 2015",1547 EUCLID ST ,7,1,Resolved,Complaint,Garbage Rubbish,No,"1547 EUCLID ST
St Paul, MN
(44.954565, -93.034806)"
4168686,"MONDAY, JUNE 08, 2015",809 THOMAS AVE ,1,7,Resolved,Complaint,Tall Grass,No,"809 THOMAS AVE
St Paul, MN
(44.959329, -93.134464)"
4168688,"MONDAY, JUNE 08, 2015",838 THOMAS AVE ,1,7,Resolved,Complaint,Tall Grass,No,"838 THOMAS AVE
St Paul, MN
(44.959329, -93.135552)"
4168689,"MONDAY, JUNE 08, 2015",1003 EUCLID ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"1003 EUCLID ST
St Paul, MN
(44.954946, -93.057966)"
4168691,"MONDAY, JUNE 08, 2015",967 CONWAY ST ,7,4,Resolved,Complaint,Tall Grass,No,"967 CONWAY ST
St Paul, MN
(44.955864, -93.059598)"
4168692,"MONDAY, JUNE 08, 2015",967 CONWAY ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"967 CONWAY ST
St Paul, MN
(44.955864, -93.059598)"
4168693,"MONDAY, JUNE 08, 2015",1104 DULUTH ST ,6,5,Under Review,Complaint,Vehicle/Abandoned,No,"1104 DULUTH ST
St Paul, MN
(44.974556, -93.050745)"
4168696,"MONDAY, JUNE 08, 2015",1633 COTTAGE AVE E,6,2,Resolved,Complaint,Dumping,No,"1633 COTTAGE AVE E
St Paul, MN
(44.982929, -93.031529)"
4168697,"MONDAY, JUNE 08, 2015",222 MAPLE ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"222 MAPLE ST
St Paul, MN
(44.954176, -93.064264)"
4168701,"MONDAY, JUNE 08, 2015",1396 6TH ST E,7,4,Resolved,Complaint,Tall Grass,No,"1396 6TH ST E
St Paul, MN
(44.960401, -93.041308)"
4168705,"MONDAY, JUNE 08, 2015",254 POINT DOUGLAS ROAD N,7,4,Transfer to VB,Complaint,Tall Grass,No,"254 POINT DOUGLAS ROAD N
St Paul, MN
(44.949831, -93.044751)"
4168706,"MONDAY, JUNE 08, 2015",1918 HYACINTH AVE E,6,2,Resolved,Complaint,Tall Grass,No,"1918 HYACINTH AVE E
St Paul, MN
(44.980202, -93.019401)"
4168707,"MONDAY, JUNE 08, 2015",1297 PAYNE AVE ,6,5,Resolved,Complaint,Tall Grass,No,"1297 PAYNE AVE
St Paul, MN
(44.980383, -93.07356)"
4168708,"MONDAY, JUNE 08, 2015",1159 BUSH AVE ,6,4,Transfer to VB,Complaint,Tall Grass,No,"1159 BUSH AVE
St Paul, MN
(44.964899, -93.051657)"
4168712,"MONDAY, JUNE 08, 2015",1294 FOREST ST ,6,5,Transfer to VB,Complaint,Tall Grass,No,"1294 FOREST ST
St Paul, MN
(44.980384, -93.060889)"
4168716,"MONDAY, JUNE 08, 2015",833 BURR ST ,5,5,Resolved,Complaint,Dumping,No,"833 BURR ST
St Paul, MN
(44.966361, -93.079876)"
4168717,"MONDAY, JUNE 08, 2015",1749 SHERIDAN AVE ,3,15,Resolved,Complaint,Tall Grass,No,"1749 SHERIDAN AVE
St Paul, MN
(44.901678, -93.174256)"
4168721,"MONDAY, JUNE 08, 2015",920 BURR ST ,5,5,In Compliance,Complaint,Tall Grass,No,"920 BURR ST
St Paul, MN
(44.968941, -93.079872)"
4168723,"MONDAY, JUNE 08, 2015",1198 BLAIR AVE ,4,11,In Compliance,Complaint,Tall Grass,No,"1198 BLAIR AVE
St Paul, MN
(44.961164, -93.150757)"
4168724,"MONDAY, JUNE 08, 2015",940 BURR ST ,5,5,In Compliance,Complaint,Tall Grass,No,"940 BURR ST
St Paul, MN
(44.969561, -93.079869)"
4168726,"MONDAY, JUNE 08, 2015",948 IGLEHART AVE ,1,8,Resolved,Complaint,Street Maintenance,No,"948 IGLEHART AVE
St Paul, MN
(44.949429, -93.140203)"
4168727,"MONDAY, JUNE 08, 2015",948 IGLEHART AVE ,1,8,Transfer to VB,Complaint,Tall Grass,No,"948 IGLEHART AVE
St Paul, MN
(44.949429, -93.140203)"
4168730,"MONDAY, JUNE 08, 2015",900 MARION ST ,1,6,Resolved,Complaint,Traffic Sign/Light New,No,"900 MARION ST
St Paul, MN
(44.968435, -93.109755)"
4168736,"MONDAY, JUNE 08, 2015",1765 SELBY AVE ,4,13,Resolved,Complaint,Exterior,No,"1765 SELBY AVE
St Paul, MN
(44.946529, -93.175066)"
4168740,"MONDAY, JUNE 08, 2015",744 FAIRVIEW AVE N,4,11,Resolved,Complaint,Exterior,No,"744 FAIRVIEW AVE N
St Paul, MN
(44.963532, -93.177219)"
4168741,"MONDAY, JUNE 08, 2015",505 BEAUMONT ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"505 BEAUMONT ST
St Paul, MN
(44.961582, -93.079041)"
4168742,"MONDAY, JUNE 08, 2015",Approximately west of 311 Pleasant Ave,,,Resolved,Complaint,Exterior,No,"Approximately west of 311 Pleasant Ave
St Paul, MN
"
4168745,"MONDAY, JUNE 08, 2015",1834 HOYT AVE E,6,2,Resolved,Complaint,Garbage Rubbish,No,"1834 HOYT AVE E
St Paul, MN
(44.988345, -93.022818)"
4168754,"MONDAY, JUNE 08, 2015",558 EDMUND AVE ,1,7,Resolved,Complaint,Garbage Rubbish,No,"558 EDMUND AVE
St Paul, MN
(44.958451, -93.12358)"
4168758,"MONDAY, JUNE 08, 2015",279 CLARENCE ST ,7,4,In Compliance,Complaint,Exterior,No,"279 CLARENCE ST
St Paul, MN
(44.949821, -93.043484)"
4168762,"MONDAY, JUNE 08, 2015",552 KENT ST ,1,7,Resolved,Complaint,Garbage Rubbish,No,"552 KENT ST
St Paul, MN
(44.957922, -93.123816)"
4168765,"MONDAY, JUNE 08, 2015",66 WINNIPEG AVE ,1,6,Resolved,Complaint,Tall Grass,No,"66 WINNIPEG AVE
St Paul, MN
(44.967478, -93.102934)"
4168767,"MONDAY, JUNE 08, 2015",1541 HAMLINE AVE N,4,10,Resolved,Complaint,Shut Off,No,"1541 HAMLINE AVE N
St Paul, MN
(44.987606, -93.156639)"
4168775,"MONDAY, JUNE 08, 2015",1281 DALE ST N,5,10,Resolved,Complaint,Sewer,No,"1281 DALE ST N
St Paul, MN
(44.979835, -93.126304)"
4168779,"MONDAY, JUNE 08, 2015",2226 UPPER AFTON ROAD ,7,1,Resolved,Complaint,Vehicle/Abandoned,No,"2226 UPPER AFTON ROAD
St Paul, MN
(44.941055, -93.006346)"
4168794,"MONDAY, JUNE 08, 2015",415 CHARLES AVE ,1,7,Resolved,Complaint,Animal Dead,No,"415 CHARLES AVE
St Paul, MN
(44.957555, -93.117562)"
4168795,"MONDAY, JUNE 08, 2015",653 OTTAWA AVE ,2,3,In Compliance,Complaint,Tall Grass,No,"653 OTTAWA AVE
St Paul, MN
(44.926254, -93.103274)"
4168796,"MONDAY, JUNE 08, 2015",729 SMITH AVE S,2,3,In Compliance,Complaint,Tall Grass,No,"729 SMITH AVE S
St Paul, MN
(44.923997, -93.101857)"
4168798,"MONDAY, JUNE 08, 2015",210 WINIFRED ST E,2,3,Resolved,Complaint,Garbage Rubbish,No,"210 WINIFRED ST E
St Paul, MN
(44.931008, -93.075342)"
4168799,"MONDAY, JUNE 08, 2015",1366 SHELDON ST ,4,10,Under Review,Complaint,Shut Off,No,"1366 SHELDON ST
St Paul, MN
(44.982449, -93.157996)"
4168804,"MONDAY, JUNE 08, 2015",721 4TH ST E,7,4,In Compliance,Complaint,Shut Off,No,"721 4TH ST E
St Paul, MN
(44.956633, -93.068828)"
4168806,"MONDAY, JUNE 08, 2015",728 LARPENTEUR AVE E,6,5,In Compliance,Complaint,Permit,No,"728 LARPENTEUR AVE E
St Paul, MN
(44.991987, -93.070056)"
4168809,"MONDAY, JUNE 08, 2015",1105 WOODBRIDGE ST ,5,6,In Compliance,Complaint,Shut Off,No,"1105 WOODBRIDGE ST
St Paul, MN
(44.974661, -93.108485)"
4168811,"MONDAY, JUNE 08, 2015",773 JESSAMINE AVE E,6,5,Resolved,Complaint,Shut Off,No,"773 JESSAMINE AVE E
St Paul, MN
(44.974785, -93.067928)"
4168820,"MONDAY, JUNE 08, 2015",1270 CLEVELAND AVE S,3,15,Under Review,Complaint,Vehicle/Abandoned,No,"1270 CLEVELAND AVE S
St Paul, MN
(44.903181, -93.187389)"
4168431,"MONDAY, JUNE 08, 2015",983 5TH ST E,7,4,Resolved,FYI - No Response Required,Parking,No,"983 5TH ST E
St Paul, MN
(44.959462, -93.059099)"
4168438,"MONDAY, JUNE 08, 2015",1663 SHERBURNE AVE ,4,11,Under Review,Complaint,Certificate of Occupancy,No,"1663 SHERBURNE AVE
St Paul, MN
(44.95657, -93.170419)"
4168441,"MONDAY, JUNE 08, 2015",1003 CARROLL AVE ,1,8,Resolved,Complaint,Exterior,No,"1003 CARROLL AVE
St Paul, MN
(44.950299, -93.142532)"
4168442,"MONDAY, JUNE 08, 2015",Gilbert & Prior,,,Resolved,Complaint,Dumping,No,"Gilbert &amp; Prior
St Paul, MN
"
4168443,"MONDAY, JUNE 08, 2015",314 WARWICK ST ,3,14,Resolved,Complaint,Park/Playground,No,"314 WARWICK ST
St Paul, MN
(44.931962, -93.16319)"
4168444,"MONDAY, JUNE 08, 2015",301 BURGESS ST ,1,6,Resolved,FYI - No Response Required,Street Maintenance,No,"301 BURGESS ST
St Paul, MN
(44.968402, -93.112691)"
4168445,"MONDAY, JUNE 08, 2015",1680 RACE ST ,3,15,In Compliance,Complaint,Tall Grass,No,"1680 RACE ST
St Paul, MN
(44.91626, -93.145934)"
4168461,"MONDAY, JUNE 08, 2015",1658 GROTTO ST N,5,10,Resolved,FYI - No Response Required,Parking,No,"1658 GROTTO ST N
St Paul, MN
(44.991174, -93.131189)"
4168478,"MONDAY, JUNE 08, 2015",296 SARATOGA ST S,3,14,Resolved,Complaint,Exterior,No,"296 SARATOGA ST S
St Paul, MN
(44.932672, -93.16448)"
4168490,"MONDAY, JUNE 08, 2015",1680 RACE ST ,3,15,Resolved,Complaint,Interior,No,"1680 RACE ST
St Paul, MN
(44.91626, -93.145934)"
4168580,"MONDAY, JUNE 08, 2015",90 ROBIE ST W,2,3,In Compliance,Complaint,Tall Grass,No,"90 ROBIE ST W
St Paul, MN
(44.93055, -93.089172)"
4168620,"MONDAY, JUNE 08, 2015",1074 ALBEMARLE ST ,5,6,In Compliance,Complaint,Tall Grass,No,"1074 ALBEMARLE ST
St Paul, MN
(44.973673, -93.107187)"
4168626,"MONDAY, JUNE 08, 2015",989 DAYTON AVE ,1,8,In Compliance,Complaint,Tall Grass,No,"989 DAYTON AVE
St Paul, MN
(44.947449, -93.141892)"
4168660,"MONDAY, JUNE 08, 2015",754 BLAIR AVE ,1,7,In Compliance,Complaint,Garbage Rubbish,No,"754 BLAIR AVE
St Paul, MN
(44.961156, -93.132127)"
4168662,"MONDAY, JUNE 08, 2015",579 FOREST ST ,7,4,In Compliance,Complaint,Certificate of Occupancy,No,"579 FOREST ST
St Paul, MN
(44.958795, -93.060972)"
4168710,"MONDAY, JUNE 08, 2015",1283 HAZELWOOD ST ,6,2,In Compliance,Complaint,Certificate of Occupancy,No,"1283 HAZELWOOD ST
St Paul, MN
(44.980068, -93.035463)"
